cleaned,sentiment,sentiment_label_values
study shows covid pandemic negatively impacted uk students learning and development usa canada australia europe politics government cdnpoli covidsk covid healthcare health covidvaccine covidbooster school education ,neutral,0
 scientificresearch transmission dynamics of sars cov in british columbia largest school district during the second covid science health medical study research covid sarscov ,neutral,0
the beat of your life goes on only if you have healthy heart don let cardiovascular diseases ruin your life stay happy and healthy happy world heart day for more details contact us doctors laparoscopicsurgery covid medicine health ,positive,1
 disaster to disaster underinvestment in public health systems obstructs response to covid monkeypox walensky says via healthcare ,negative,-1
covid infection increased the likelihood of dementia diagnosis by nearly among people in their and older within year after contracting the infection keep on reading below covid dementia health baywoodhomecare ,neutral,0
which shot should you get first this fall qanda answer covid flushot health safetyfirst bewell,neutral,0
warning issued after covid vaccine mrna found in breast milk news usnews canada usa cdc fda covid covid healthcare health covidvaccine covidbooster vaccinemandates hospitalizations vaccinesideeffects ,neutral,0
some individuals who ve had covid experience increased mentalhealth distress the ohsu long covid program has resources to help ,neutral,0
study shows covid pandemic negatively impacted uk students learning and development usa canada australia newzealand politics government cdnpoli covidsk covid healthcare health covidvaccine covidbooster school education ,neutral,0
ssdi benefits are possible but qualifying criteria are murky disabilityinsurance longcovid covid,neutral,0
 first though it should be pointed out that soon after wrote twitter thread comparing quebec seven day covid mortality rate per million population with other countries last january the public health institute inspq stopped publishing such charts why did it do so ,neutral,0
 scientificresearch health behaviour change among uk adults during the pandemic findings from the covid cancer attit covid science health medical study research covid sarscov ,negative,-1
